function	op_address	mnemonic	matched_constants	pcode
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8d6, 2) INDIRECT (ram, 0x8c07c8d6, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8d8, 2) INDIRECT (ram, 0x8c07c8d8, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8da, 2) INDIRECT (ram, 0x8c07c8da, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8dc, 2) INDIRECT (ram, 0x8c07c8dc, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8de, 2) INDIRECT (ram, 0x8c07c8de, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8e0, 2) INDIRECT (ram, 0x8c07c8e0, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8e2, 2) INDIRECT (ram, 0x8c07c8e2, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8e4, 2) INDIRECT (ram, 0x8c07c8e4, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8e6, 2) INDIRECT (ram, 0x8c07c8e6, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8e8, 2) INDIRECT (ram, 0x8c07c8e8, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8ea, 2) INDIRECT (ram, 0x8c07c8ea, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8ec, 2) INDIRECT (ram, 0x8c07c8ec, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8ee, 2) INDIRECT (ram, 0x8c07c8ee, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8f0, 2) INDIRECT (ram, 0x8c07c8f0, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8f2, 2) INDIRECT (ram, 0x8c07c8f2, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8f4, 4) INDIRECT (ram, 0x8c07c8f4, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8f8, 4) INDIRECT (ram, 0x8c07c8f8, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c8fc, 4) INDIRECT (ram, 0x8c07c8fc, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c900, 4) INDIRECT (ram, 0x8c07c900, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07c904, 4) INDIRECT (ram, 0x8c07c904, 4) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca58, 2) INDIRECT (ram, 0x8c07ca58, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca5a, 2) INDIRECT (ram, 0x8c07ca5a, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca5c, 2) INDIRECT (ram, 0x8c07ca5c, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca5e, 2) INDIRECT (ram, 0x8c07ca5e, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca60, 2) INDIRECT (ram, 0x8c07ca60, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca62, 2) INDIRECT (ram, 0x8c07ca62, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca66, 2) INDIRECT (ram, 0x8c07ca66, 2) , (const, 0x170, 4)
8c07c5c0	8c07c820	INDIRECT	0x170	(ram, 0x8c07ca68, 2) INDIRECT (ram, 0x8c07ca68, 2) , (const, 0x170, 4)
